a,b,c,d
34.3,43.5,180.7,-43.41253644314869
49.3,45.7,242.89999999999998,-45.63914807302231
6.1,63.4,87.8,-62.90819672131148
99.6,39.0,437.4,-38.96987951807229
95.7,19.4,402.2,-19.368652037617554
85.7,41.5,384.3,-41.464994165694286
73.3,64.5,357.7,-64.45907230559345
35.4,23.4,165.0,-23.315254237288134
26.7,31.2,138.0,-31.0876404494382
8.1,31.3,63.7,-30.92962962962963
79.5,20.5,338.5,-20.462264150943398
44.0,28.5,204.5,-28.431818181818183
68.1,20.8,293.2,-20.755947136563876
9.5,71.4,109.4,-71.0842105263158
32.9,90.8,222.39999999999998,-90.70881458966565
8.3,15.2,48.400000000000006,-14.83855421686747
3.2,41.4,54.2,-40.4625
18.6,51.4,125.80000000000001,-51.23870967741935
7.3,21.0,50.2,-20.589041095890412
69.8,98.1,377.29999999999995,-98.05702005730659
45.2,75.8,256.6,-75.73362831858407
90.2,89.2,450.0,-89.16674057649668
50.2,83.5,284.3,-83.4402390438247
29.6,90.8,209.2,-90.69864864864864
92.9,44.6,416.20000000000005,-44.56770721205598
95.4,73.8,455.40000000000003,-73.76855345911949
85.0,27.8,367.8,-27.764705882352942
47.6,70.3,260.7,-70.23697478991596
58.8,48.7,283.9,-48.648979591836735
41.6,83.4,249.8,-83.32788461538462
56.0,26.3,250.3,-26.246428571428574
12.7,49.4,100.19999999999999,-49.16377952755905
41.8,38.3,205.5,-38.228229665071765
13.1,88.7,141.1,-88.47099236641222
57.9,42.8,274.4,-42.748186528497406
4.4,96.0,113.6,-95.31818181818181
88.5,75.5,429.5,-75.46610169491525
7.8,36.3,67.5,-35.91538461538461
25.3,8.4,109.60000000000001,-8.281422924901186
95.4,12.7,394.3,-12.668553459119495
65.3,14.9,276.09999999999997,-14.85405819295559
51.3,19.9,225.1,-19.841520467836254
12.8,42.1,93.30000000000001,-41.865625
64.5,26.6,284.6,-26.553488372093025
99.1,56.5,452.9,-56.469727547931384
33.6,31.4,165.8,-31.310714285714283
73.5,76.9,370.9,-76.85918367346939
37.2,66.2,215.0,-66.11935483870968
82.6,50.2,380.59999999999997,-50.1636803874092
87.3,82.6,431.79999999999995,-82.5656357388316
58.4,7.9,241.5,-7.848630136986301
75.1,51.7,352.09999999999997,-51.660053262316914
8.3,47.3,80.5,-46.938554216867466
43.5,31.8,205.8,-31.73103448275862
96.0,81.7,465.7,-81.66875
3.9,6.2,21.8,-5.430769230769231
14.4,90.8,148.4,-90.59166666666667
62.7,51.6,302.40000000000003,-51.55215311004785
17.8,90.6,161.8,-90.4314606741573
66.2,83.1,347.9,-83.05468277945619
61.3,25.6,270.8,-25.5510603588907
25.0,7.6,107.6,-7.4799999999999995
24.8,27.1,126.30000000000001,-26.979032258064517
66.5,76.1,342.1,-76.05488721804511
33.3,47.3,180.5,-47.2099099099099
79.7,95.7,414.5,-95.66235884567126
19.8,39.5,118.7,-39.34848484848485
16.7,37.2,104.0,-37.02035928143713
50.4,60.9,262.5,-60.84047619047619
97.5,59.8,449.8,-59.76923076923077
30.8,66.4,189.60000000000002,-66.30259740259741
45.9,40.5,224.1,-40.43464052287582
73.5,83.6,377.6,-83.55918367346938
71.5,83.1,369.1,-83.05804195804195
3.5,28.9,42.9,-28.04285714285714
68.4,14.6,288.20000000000005,-14.556140350877193
47.2,11.1,199.9,-11.036440677966102
23.2,89.6,182.39999999999998,-89.47068965517241
65.3,92.7,353.9,-92.65405819295559
9.4,8.9,46.5,-8.580851063829787
67.2,100.0,368.8,-99.95535714285714
66.6,83.6,350.0,-83.55495495495495
83.6,84.2,418.59999999999997,-84.16411483253589
75.3,21.5,322.7,-21.4601593625498
16.4,45.8,111.39999999999999,-45.61707317073171
44.7,64.2,243.0,-64.13288590604027
6.1,66.2,90.6,-65.70819672131148
11.8,16.4,63.6,-16.145762711864407
65.4,65.7,327.3,-65.65412844036697
88.2,72.7,425.5,-72.66598639455782
19.3,51.8,129.0,-51.644559585492225
88.1,82.0,434.4,-81.96594778660612
45.4,75.4,257.0,-75.33392070484582
17.5,32.5,102.5,-32.32857142857143
19.5,21.3,99.3,-21.146153846153847
75.1,1.4,301.79999999999995,-1.3600532623169106
50.9,93.0,296.6,-92.9410609037328
91.4,1.7,367.3,-1.6671772428884026
11.1,69.4,113.80000000000001,-69.12972972972973
80.5,43.9,365.9,-43.862732919254654
60.2,56.7,297.5,-56.65016611295681
68.9,22.2,297.8,-22.156458635703917
75.1,65.8,366.2,-65.7600532623169
50.8,55.6,258.8,-55.540944881889764
94.7,75.9,454.70000000000005,-75.86832101372757
70.2,90.7,371.5,-90.65726495726496
66.0,7.3,271.3,-7.254545454545454
87.0,28.0,376.0,-27.96551724137931
35.0,58.2,198.2,-58.114285714285714
15.8,26.8,90.0,-26.610126582278482
20.3,27.8,109.0,-27.652216748768474
77.5,1.9,311.9,-1.861290322580645
53.2,56.4,269.2,-56.34360902255639
54.1,2.7,219.1,-2.6445471349353054
67.5,88.2,358.2,-88.15555555555555
53.5,58.8,272.8,-58.74392523364486
93.3,9.9,383.09999999999997,-9.867845659163988
26.4,84.5,190.1,-84.38636363636364
11.6,81.1,127.5,-80.84137931034482
98.2,6.6,399.40000000000003,-6.569450101832993
2.5,67.8,77.8,-66.6
29.7,51.4,170.2,-51.298989898989895
64.9,74.4,334.0,-74.35377503852081
91.2,97.9,462.70000000000005,-97.8671052631579
69.8,45.3,324.5,-45.25702005730659
30.1,46.6,167.0,-46.500332225913624
14.0,36.5,92.5,-36.285714285714285
69.9,85.2,364.8,-85.15708154506439
63.8,18.8,274.0,-18.752978056426333
44.9,28.0,207.6,-27.933184855233854
87.8,45.2,396.4,-45.16583143507973
70.6,32.2,314.59999999999997,-32.157507082152975
82.8,28.1,359.3,-28.06376811594203
41.4,90.4,256.0,-90.32753623188407
45.9,89.1,272.7,-89.0346405228758
75.3,95.4,396.6,-95.36015936254981
16.6,38.1,104.5,-37.91927710843374
89.4,30.8,388.40000000000003,-30.766442953020135
88.5,75.2,429.2,-75.16610169491526
19.4,31.2,108.8,-31.045360824742268
89.8,70.3,429.5,-70.26659242761693
14.5,31.0,89.0,-30.79310344827586
9.1,80.1,116.5,-79.77032967032966
11.6,46.7,93.1,-46.44137931034483
71.7,46.4,333.2,-46.3581589958159
68.8,53.9,329.09999999999997,-53.85639534883721
77.8,55.6,366.8,-55.56143958868895
54.0,30.8,246.8,-30.744444444444444
53.7,64.3,279.1,-64.24413407821228
80.4,87.6,409.20000000000005,-87.56268656716418
41.6,44.5,210.9,-44.42788461538461
2.5,63.6,73.6,-62.4
99.6,27.1,425.5,-27.06987951807229
5.0,88.5,108.5,-87.9
74.1,40.1,336.5,-40.05951417004049
96.4,29.4,415.0,-29.36887966804979
47.1,44.3,232.7,-44.23630573248408
78.0,21.4,333.4,-21.36153846153846
16.6,69.4,135.8,-69.21927710843374
46.9,30.7,218.29999999999998,-30.636034115138592
68.7,94.4,369.20000000000005,-94.35633187772926
36.9,16.3,163.9,-16.21869918699187
47.7,90.2,281.0,-90.137106918239
57.2,41.6,270.40000000000003,-41.54755244755245
72.6,44.3,334.7,-44.25867768595041
68.6,85.6,360.0,-85.55626822157434
7.7,87.3,118.1,-86.9103896103896
91.6,84.3,450.7,-84.26724890829693
36.5,11.8,157.8,-11.717808219178083
13.0,45.3,97.3,-45.069230769230764
64.9,54.9,314.5,-54.8537750385208
1.8,29.5,36.7,-27.833333333333332
7.7,6.2,37.0,-5.810389610389611
92.0,38.5,406.5,-38.46739130434783
79.8,57.7,376.9,-57.6624060150376
28.7,43.9,158.7,-43.79547038327526
37.9,89.5,241.1,-89.42084432717678
48.6,63.0,257.4,-62.93827160493827
30.9,15.1,138.7,-15.002912621359222
86.9,92.0,439.6,-91.96547756041427
77.4,57.2,366.8,-57.161240310077524
71.1,32.9,317.29999999999995,-32.857805907172995
47.4,15.8,205.4,-15.736708860759494
7.9,98.8,130.4,-98.42025316455695
93.1,39.8,412.2,-39.767776584317936
67.2,12.9,281.7,-12.855357142857143
80.4,93.5,415.1,-93.46268656716418
10.6,66.1,108.5,-65.81698113207547
68.0,8.5,280.5,-8.455882352941176
98.2,74.9,467.70000000000005,-74.869450101833
75.6,15.8,318.2,-15.760317460317461
48.8,88.2,283.4,-88.13852459016394
33.9,63.1,198.7,-63.011504424778764
80.0,98.5,418.5,-98.4625
90.5,90.3,452.3,-90.26685082872928
7.8,13.5,44.7,-13.115384615384615
28.3,94.6,207.8,-94.49399293286218
10.4,7.2,48.800000000000004,-6.911538461538462
66.3,54.5,319.7,-54.45475113122172
16.6,89.2,155.60000000000002,-89.01927710843374
76.4,4.1,309.70000000000005,-4.060732984293193
54.2,14.9,231.70000000000002,-14.844649446494465
59.2,94.2,331.0,-94.14932432432433
58.5,19.7,253.7,-19.648717948717948
4.9,54.5,74.1,-53.88775510204081
71.7,84.6,371.4,-84.55815899581589
50.4,85.1,286.7,-85.04047619047618
42.6,57.9,228.3,-57.829577464788734
73.9,90.0,385.6,-89.95940460081191
87.5,34.8,384.8,-34.76571428571428
71.9,39.3,326.90000000000003,-39.25827538247566
88.4,52.4,406.0,-52.36606334841629
42.2,72.4,241.20000000000002,-72.32890995260664
61.0,20.2,264.2,-20.150819672131146
72.7,66.3,357.1,-66.25873452544704
34.2,48.9,185.70000000000002,-48.81228070175438
21.2,18.5,103.3,-18.358490566037737
46.4,56.2,241.8,-56.13534482758621
36.2,42.1,186.9,-42.017127071823204
48.7,97.9,292.70000000000005,-97.83839835728953
26.2,90.5,195.3,-90.3854961832061
14.6,58.4,116.8,-58.1945205479452
46.7,47.0,233.8,-46.93576017130621
37.2,89.7,238.5,-89.61935483870968
6.2,14.3,39.1,-13.816129032258065
83.9,7.8,343.40000000000003,-7.764243146603099
78.9,26.7,342.3,-26.661977186311788
11.7,47.3,94.1,-47.04358974358974
98.1,9.9,402.29999999999995,-9.869418960244648
76.7,93.6,400.4,-93.56088657105606
40.3,54.4,215.6,-54.32555831265508
64.1,28.2,284.59999999999997,-28.153198127925116
21.2,61.9,146.7,-61.758490566037736
24.7,17.6,116.4,-17.47854251012146
83.8,23.8,359.0,-23.76420047732697
49.7,53.1,251.9,-53.03963782696177
72.5,24.2,314.2,-24.158620689655173
22.6,87.3,177.7,-87.16725663716814
56.5,45.9,271.9,-45.84690265486726
17.6,87.2,157.60000000000002,-87.02954545454546
61.5,44.9,290.9,-44.85121951219512
98.2,77.2,470.0,-77.169450101833
56.6,65.2,291.6,-65.1469964664311
31.1,12.3,136.70000000000002,-12.203536977491963
92.4,13.7,383.3,-13.667532467532467
17.1,61.7,130.10000000000002,-61.52456140350878
45.7,65.8,248.60000000000002,-65.7343544857768
8.1,9.7,42.099999999999994,-9.329629629629629
59.8,80.9,320.1,-80.84983277591974
89.0,31.7,387.7,-31.66629213483146
70.4,72.5,354.1,-72.45738636363636
31.6,3.5,129.9,-3.4050632911392404
19.0,90.1,166.1,-89.94210526315788
9.9,82.6,122.19999999999999,-82.2969696969697
57.1,75.7,304.1,-75.64746059544659
79.3,47.2,364.4,-47.16216897856243
79.1,15.3,331.7,-15.262073324905185
71.4,34.4,320.0,-34.357983193277306
3.5,4.7,18.7,-3.842857142857143
80.8,76.4,399.6,-76.36287128712871
87.7,57.0,407.8,-56.965792474344354
87.4,57.3,406.90000000000003,-57.265675057208234
89.7,91.1,449.9,-91.06655518394648
60.9,56.6,300.2,-56.55073891625616
48.9,17.7,213.29999999999998,-17.638650306748467
63.8,96.7,351.9,-96.65297805642633
24.2,3.4,100.2,-3.2760330578512398
80.8,14.6,337.8,-14.562871287128713
45.7,73.8,256.6,-73.7343544857768
64.7,52.9,311.7,-52.85363214837712
17.7,37.9,108.69999999999999,-37.73050847457627
12.0,83.8,131.8,-83.55
36.0,17.5,161.5,-17.416666666666668
81.9,70.6,398.20000000000005,-70.56336996336995
10.5,30.4,72.4,-30.114285714285714
39.3,76.0,233.2,-75.92366412213741
27.2,71.0,179.8,-70.88970588235294
52.3,35.2,244.39999999999998,-35.14263862332696
60.7,95.8,338.6,-95.7505766062603
91.1,49.1,413.5,-49.06706915477498
68.8,6.0,281.2,-5.9563953488372094
33.3,93.4,226.6,-93.30990990990992
9.7,60.8,99.6,-60.490721649484534
91.9,12.2,379.8,-12.167355821545158
6.7,38.8,65.6,-38.352238805970146
88.9,4.5,360.1,-4.466254218222722
52.9,77.2,288.8,-77.14328922495274
60.5,23.9,265.9,-23.850413223140496
95.5,77.0,459.0,-76.96858638743456
22.9,34.4,126.0,-34.26899563318777
67.0,75.4,343.4,-75.35522388059702
96.8,68.5,455.7,-68.46900826446281
38.5,60.0,214.0,-59.922077922077925
37.6,41.4,191.8,-41.32021276595744
33.2,64.6,197.4,-64.50963855421686
81.4,54.2,379.8,-54.163144963144966
21.7,78.9,165.7,-78.76175115207374
71.0,81.0,365.0,-80.95774647887323
47.4,41.9,231.5,-41.836708860759494
24.3,11.8,109.0,-11.676543209876543
28.3,44.1,157.3,-43.99399293286219
26.1,5.0,109.4,-4.885057471264368
33.8,9.7,144.89999999999998,-9.611242603550295
74.1,17.7,314.09999999999997,-17.659514170040485
42.7,69.6,240.4,-69.52974238875878
19.2,6.0,82.8,-5.84375
56.8,31.6,258.8,-31.54718309859155
66.1,26.3,290.7,-26.25461422087746
15.8,88.1,151.3,-87.91012658227848
20.3,50.1,131.3,-49.95221674876847
93.7,43.0,417.8,-42.967982924226256
36.2,96.5,241.3,-96.4171270718232
4.2,44.8,61.599999999999994,-44.08571428571428
49.2,48.8,245.60000000000002,-48.7390243902439
88.1,69.7,422.09999999999997,-69.66594778660613
37.7,98.4,249.20000000000002,-98.32042440318303
84.4,93.6,431.20000000000005,-93.56445497630331
54.7,79.1,297.9,-79.04515539305301
93.8,16.1,391.3,-16.068017057569296
79.5,8.1,326.1,-8.062264150943395
93.6,86.3,460.7,-86.26794871794871
22.1,26.7,115.10000000000001,-26.564253393665158
15.0,96.1,156.1,-95.89999999999999
82.8,73.1,404.29999999999995,-73.06376811594203
10.9,55.7,99.30000000000001,-55.424770642201835
67.4,97.3,366.90000000000003,-97.25548961424332
23.0,86.4,178.4,-86.2695652173913
95.0,9.6,389.6,-9.568421052631578
31.6,63.0,189.4,-62.90506329113924
28.9,63.2,178.8,-63.096193771626304
95.3,48.4,429.59999999999997,-48.368520461699894
58.2,95.9,328.70000000000005,-95.84845360824742
52.0,31.2,239.2,-31.142307692307693
99.4,77.3,474.90000000000003,-77.26981891348088
39.4,92.8,250.39999999999998,-92.7238578680203
46.6,24.1,210.5,-24.03562231759657
64.9,38.7,298.3,-38.653775038520806
37.8,65.5,216.7,-65.42063492063492
9.3,17.5,54.7,-17.177419354838708
29.3,25.8,143.0,-25.697610921501706
59.4,13.2,250.79999999999998,-13.14949494949495
99.6,29.2,427.59999999999997,-29.16987951807229
25.5,61.0,163.0,-60.88235294117647
51.2,7.9,212.70000000000002,-7.84140625
18.3,95.9,169.10000000000002,-95.7360655737705
31.1,9.9,134.3,-9.803536977491962
99.8,63.4,462.59999999999997,-63.36993987975952
2.5,24.8,34.8,-23.6
38.7,98.8,253.60000000000002,-98.72248062015504
43.7,21.8,196.60000000000002,-21.731350114416475
76.6,87.8,394.2,-87.76083550913837
74.3,27.8,325.0,-27.759623149394347
42.2,64.6,233.4,-64.52890995260663
97.3,76.8,466.0,-76.76916752312435
14.4,97.0,154.6,-96.79166666666667
38.0,85.3,237.3,-85.22105263157894
84.9,26.8,366.40000000000003,-26.764664310954064
76.4,84.2,389.8,-84.16073298429319
32.8,69.6,200.79999999999998,-69.50853658536585
33.9,65.1,200.7,-65.01150442477875
43.6,15.1,189.5,-15.031192660550458
50.7,51.7,254.5,-51.640828402366864
15.3,58.2,119.4,-58.003921568627455
43.6,67.1,241.5,-67.03119266055046
55.8,23.7,246.89999999999998,-23.646236559139783
18.7,94.3,169.1,-94.13957219251337
37.4,8.8,158.4,-8.719786096256685
22.5,54.9,144.9,-54.766666666666666
37.7,66.2,217.0,-66.12042440318302
7.0,1.0,29.0,-0.5714285714285714
44.4,10.2,187.79999999999998,-10.13243243243243
32.9,17.5,149.1,-17.408814589665653
44.6,3.8,182.20000000000002,-3.7327354260089685
28.8,32.9,148.1,-32.795833333333334
73.0,55.6,347.6,-55.558904109589044
33.8,97.3,232.5,-97.21124260355029
90.4,30.3,391.90000000000003,-30.266814159292036
42.2,34.4,203.20000000000002,-34.32890995260664
1.4,85.7,91.3,-83.55714285714286
19.6,21.1,99.5,-20.946938775510205
40.1,9.5,169.9,-9.425187032418952
21.2,20.0,104.8,-19.858490566037737
31.5,74.9,200.9,-74.8047619047619
69.8,73.1,352.29999999999995,-73.05702005730659
84.6,58.6,397.0,-58.5645390070922
49.1,5.4,201.8,-5.338900203665988
80.2,90.2,411.0,-90.16259351620948
89.8,48.1,407.3,-48.066592427616925
35.9,55.9,199.5,-55.81643454038997
38.8,37.2,192.39999999999998,-37.12268041237114
23.8,21.8,117.0,-21.673949579831934
43.7,12.8,187.60000000000002,-12.731350114416477
81.6,23.0,349.4,-22.96323529411765
34.0,4.9,140.9,-4.811764705882354
67.6,57.0,327.4,-56.955621301775146
57.1,72.5,300.9,-72.44746059544659
93.1,45.0,417.4,-44.96777658431794
2.0,74.3,82.3,-72.8
90.5,46.0,408.0,-45.966850828729285
38.7,94.7,249.5,-94.62248062015505
14.2,44.0,100.8,-43.7887323943662
41.0,81.6,245.6,-81.52682926829267
33.2,48.8,181.60000000000002,-48.709638554216866
62.5,55.0,305.0,-54.952
38.7,61.8,216.60000000000002,-61.72248062015504
81.0,43.8,367.8,-43.76296296296296
93.8,5.8,381.0,-5.768017057569296
24.6,11.0,109.4,-10.878048780487806
90.7,24.4,387.2,-24.36692392502756
27.1,30.9,139.3,-30.789298892988928
8.7,91.5,126.3,-91.15517241379311
19.5,99.9,177.9,-99.74615384615385
58.0,76.1,308.1,-76.04827586206896
11.2,10.9,55.699999999999996,-10.632142857142858
88.3,52.9,406.09999999999997,-52.86602491506228
56.7,8.8,235.60000000000002,-8.747089947089949
51.2,87.3,292.1,-87.24140625
72.9,7.1,298.70000000000005,-7.0588477366255145
63.3,20.4,273.59999999999997,-20.352606635071087
3.8,72.4,87.60000000000001,-71.61052631578949
85.5,11.2,353.2,-11.164912280701754
26.8,55.1,162.3,-54.98805970149254
61.6,33.7,280.1,-33.65129870129871
10.4,51.6,93.2,-51.31153846153846
71.7,33.0,319.8,-32.9581589958159
49.7,32.8,231.60000000000002,-32.73963782696177
61.8,3.7,250.89999999999998,-3.651456310679612
7.5,41.6,71.6,-41.2
40.2,24.8,185.60000000000002,-24.725373134328358
26.3,59.3,164.5,-59.18593155893536
53.3,50.4,263.59999999999997,-50.3437148217636
69.0,86.6,362.6,-86.55652173913043
99.2,8.2,405.0,-8.16975806451613
38.2,44.1,196.9,-44.02146596858639
89.1,46.9,403.29999999999995,-46.866329966329964
29.4,31.9,149.5,-31.797959183673466
34.0,62.3,198.3,-62.21176470588235
88.8,59.6,414.8,-59.56621621621622
16.1,69.9,134.3,-69.7136645962733
67.0,85.4,353.4,-85.35522388059702
1.2,27.0,31.8,-24.5
96.3,95.3,480.5,-95.26884735202492
48.6,98.4,292.8,-98.33827160493827
55.8,59.8,283.0,-59.74623655913978
20.6,21.9,104.30000000000001,-21.754368932038833
90.1,35.2,395.59999999999997,-35.166703662597115
57.6,47.2,277.6,-47.14791666666667
96.8,45.6,432.8,-45.56900826446281
7.1,96.7,125.1,-96.2774647887324
39.9,70.8,230.39999999999998,-70.72481203007519
41.3,73.1,238.29999999999998,-73.02736077481839
46.2,56.3,241.10000000000002,-56.23506493506493
95.8,3.3,386.5,-3.2686847599164923
61.0,24.3,268.3,-24.250819672131147
72.9,68.4,360.0,-68.35884773662552
72.7,12.1,302.90000000000003,-12.058734525447042
8.2,60.8,93.6,-60.43414634146341
64.3,28.6,285.8,-28.55334370139969
81.4,67.3,392.90000000000003,-67.26314496314497
16.8,29.7,96.9,-29.521428571428572
42.6,39.5,209.9,-39.429577464788736
93.6,38.2,412.59999999999997,-38.16794871794872
69.1,35.4,311.79999999999995,-35.35658465991317
94.9,61.0,440.6,-60.96838777660695
28.6,76.0,190.4,-75.8951048951049
73.8,60.1,355.3,-60.05934959349594
55.0,44.9,264.9,-44.845454545454544
63.1,39.9,292.3,-39.85245641838352
60.0,70.5,310.5,-70.45
5.2,32.9,53.7,-32.32307692307692
51.2,53.8,258.6,-53.74140625
15.3,59.4,120.6,-59.20392156862745
78.1,76.4,388.79999999999995,-76.3615877080666
23.5,66.2,160.2,-66.07234042553192
8.9,89.6,125.19999999999999,-89.2629213483146
80.7,38.5,361.3,-38.462825278810406
52.6,39.8,250.2,-39.742965779467674
53.9,86.2,301.8,-86.1443413729128
90.0,44.6,404.6,-44.56666666666667
11.3,44.5,89.7,-44.23451327433628
80.8,24.1,347.3,-24.062871287128715
30.0,66.3,186.3,-66.2
9.8,89.7,128.9,-89.39387755102041
52.2,28.0,236.8,-27.942528735632184
85.2,45.6,386.40000000000003,-45.56478873239437
1.6,55.6,62.0,-53.725
55.9,98.8,322.4,-98.74633273703041
87.7,97.2,448.0,-97.16579247434436
6.4,60.5,86.1,-60.03125
13.5,73.2,127.2,-72.97777777777777
75.6,5.0,307.4,-4.9603174603174605
59.1,28.2,264.6,-28.1492385786802
86.3,48.4,393.59999999999997,-48.36523754345307
75.9,51.3,354.90000000000003,-51.260474308300395
70.8,68.6,351.79999999999995,-68.55762711864406
88.9,67.5,423.1,-67.46625421822272
37.2,91.7,240.5,-91.61935483870968
57.5,59.4,289.4,-59.34782608695652
9.6,73.3,111.69999999999999,-72.9875
41.7,12.4,179.20000000000002,-12.328057553956835
71.7,85.2,372.0,-85.1581589958159
9.6,76.6,115.0,-76.2875
66.2,45.2,310.0,-45.154682779456195
94.6,54.3,432.7,-54.26828752642706
53.7,86.6,301.4,-86.54413407821228
14.9,22.4,82.0,-22.198657718120803
12.0,82.4,130.4,-82.15
60.9,55.5,299.1,-55.45073891625616
67.9,21.5,293.1,-21.45581737849779
59.6,72.6,311.0,-72.5496644295302
51.2,73.5,278.3,-73.44140625
74.4,96.2,393.8,-96.15967741935484
28.3,37.4,150.6,-37.29399293286219
88.9,6.3,361.90000000000003,-6.266254218222722
73.8,89.1,384.29999999999995,-89.05934959349592
97.5,37.2,427.2,-37.16923076923077
75.8,77.8,381.0,-77.76042216358839
8.1,54.2,86.6,-53.82962962962963
2.8,93.6,104.8,-92.52857142857142
66.8,30.6,297.8,-30.55508982035928
6.5,40.7,66.7,-40.23846153846154
86.2,84.2,429.0,-84.16519721577727
92.0,83.0,451.0,-82.96739130434783
28.7,1.7,116.5,-1.5954703832752613
12.8,7.6,58.800000000000004,-7.365625
83.4,71.2,404.8,-71.16402877697843
21.5,51.7,137.7,-51.560465116279076
59.3,32.7,269.9,-32.64940978077572
92.9,47.6,419.20000000000005,-47.56770721205598
92.2,90.1,458.9,-90.06746203904555
53.0,42.5,254.5,-42.443396226415096
33.9,29.2,164.79999999999998,-29.11150442477876
60.5,42.1,284.1,-42.050413223140495
17.5,50.6,120.6,-50.42857142857143
59.6,19.3,257.7,-19.249664429530203
22.9,92.4,184.0,-92.26899563318779
29.2,3.1,119.89999999999999,-2.9972602739726026
76.1,83.6,388.0,-83.56057818659657
33.0,99.1,231.1,-99.0090909090909
55.3,61.2,282.4,-61.14575045207957
94.7,45.6,424.40000000000003,-45.56832101372756
46.3,42.6,227.79999999999998,-42.53520518358531
19.2,42.9,119.69999999999999,-42.74375
17.2,8.3,77.1,-8.125581395348838
89.2,99.1,455.9,-99.06636771300448
22.5,1.2,91.2,-1.0666666666666667
78.7,86.9,401.70000000000005,-86.86188055908514
26.1,25.9,130.3,-25.785057471264366
13.3,29.5,82.7,-29.274436090225564
90.2,45.4,406.2,-45.366740576496674
46.2,75.7,260.5,-75.63506493506493
74.7,58.1,356.90000000000003,-58.05983935742972
88.4,94.8,448.40000000000003,-94.76606334841628
64.2,40.6,297.40000000000003,-40.553271028037386
82.2,29.7,358.5,-29.663503649635036
76.0,12.2,316.2,-12.160526315789474
28.1,13.6,126.0,-13.4932384341637
55.8,6.3,229.5,-6.246236559139785
14.9,70.1,129.7,-69.8986577181208
59.2,45.7,282.5,-45.649324324324326
63.9,55.9,311.5,-55.85305164319249
